observer,set,rep,pack_rep,card_name,rarity,card_type,creature_type,power,toughness,n_colors,color,CMC,finish,n_keywords,keywords,n,price
mz,Core 2021,5,12,Crypt Lurker,Common,Creature,Horror,3,4,1,Black,4,Regular,0,,1,0.15
mz,Core 2021,5,13,Crypt Lurker,Common,Creature,Horror,3,4,1,Black,4,Regular,0,,1,0.15
mz,Core 2021,5,20,Crypt Lurker,Common,Creature,Horror,3,4,1,Black,4,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,1,9,Crystacean,Common,Creature,Crab,1,6,1,Blue,4,Regular,1,Flash,1,0.15
mz,Ikoria: Lair of Behemoths,1,33,Crystacean,Common,Creature,Crab,1,6,1,Blue,4,Regular,1,Flash,1,0.15
mz,Ikoria: Lair of Behemoths,2,2,Crystacean,Common,Creature,Crab,1,6,1,Blue,4,Regular,1,Flash,1,0.15
mz,Ikoria: Lair of Behemoths,3,20,Crystacean,Common,Creature,Crab,1,6,1,Blue,4,Regular,1,Flash,1,0.15
mz,Ikoria: Lair of Behemoths,3,21,Crystacean,Common,Creature,Crab,1,6,1,Blue,4,Regular,1,Flash,1,0.15
mz,Ikoria: Lair of Behemoths,4,7,Crystacean,Common,Creature,Crab,1,6,1,Blue,4,Regular,1,Flash,1,0.15
mz,Ikoria: Lair of Behemoths,4,8,Crystacean,Common,Creature,Crab,1,6,1,Blue,4,Regular,1,Flash,1,0.15
mz,Ikoria: Lair of Behemoths,4,11,Crystacean,Common,Creature,Crab,1,6,1,Blue,4,Regular,1,Flash,1,0.15
mz,Ikoria: Lair of Behemoths,4,28,Crystacean,Common,Creature,Crab,1,6,1,Blue,4,Regular,1,Flash,1,0.15
mz,Ikoria: Lair of Behemoths,4,36,Crystacean,Common,Creature,Crab,1,6,1,Blue,4,Regular,1,Flash,1,0.15
mz,Ikoria: Lair of Behemoths,5,2,Crystacean,Common,Creature,Crab,1,6,1,Blue,4,Regular,1,Flash,1,0.15
mz,Ikoria: Lair of Behemoths,5,14,Crystacean,Common,Creature,Crab,1,6,1,Blue,4,Regular,1,Flash,1,0.15
mz,Ikoria: Lair of Behemoths,5,21,Crystacean,Common,Creature,Crab,1,6,1,Blue,4,Regular,1,Flash,1,0.15
mz,Ikoria: Lair of Behemoths,1,2,Crystalline Giant,Rare,Artifact Creature,Giant,3,3,0,Colorless,3,Regular,0,,1,0.75
mz,Ikoria: Lair of Behemoths,2,14,Crystalline Giant,Rare,Artifact Creature,Giant,3,3,0,Colorless,3,Regular,0,,1,0.75
mz,Ikoria: Lair of Behemoths,5,17,Crystalline Giant,Rare,Artifact Creature,Giant,3,3,0,Colorless,3,Regular,0,,1,0.75
mz,Ikoria: Lair of Behemoths,5,20,Crystalline Giant,Rare,Artifact Creature,Giant,3,3,0,Colorless,3,Regular,0,,1,0.75
mz,Ikoria: Lair of Behemoths,2,11,Cubwarden,Rare,Creature,Cat,3,5,1,White,4,Showcase Foil,2,"Mutate, Lifelink",1,4
mz,Ikoria: Lair of Behemoths,5,8,Cubwarden,Rare,Creature,Cat,3,5,1,White,4,Regular,2,"Mutate, Lifelink",1,0.75
mz,Core 2021,1,6,Cultivate,Uncommon,Sorcery,,,,1,Green,3,Regular,0,,1,0.75
mz,Core 2021,2,23,Cultivate,Uncommon,Sorcery,,,,1,Green,3,Regular,0,,1,0.75
mz,Core 2021,3,12,Cultivate,Uncommon,Sorcery,,,,1,Green,3,Regular,0,,1,0.75
mz,Core 2021,4,14,Cultivate,Uncommon,Sorcery,,,,1,Green,3,Regular,0,,1,0.75
mz,Core 2021,5,4,Cultivate,Uncommon,Sorcery,,,,1,Green,3,Regular,0,,1,0.75
mz,Core 2021,5,9,Cultivate,Uncommon,Sorcery,,,,1,Green,3,Regular,0,,1,0.75
mz,Core 2021,5,17,Cultivate,Uncommon,Sorcery,,,,1,Green,3,Borderless Foil,0,,1,12
mz,Zendikar Rising,1,16,Cunning Geysermage,Common,Creature,Human Wizard,3,2,1,Blue,3,Regular,1,Kicker,1,0.15
mz,Zendikar Rising,1,17,Cunning Geysermage,Common,Creature,Human Wizard,3,2,1,Blue,3,Regular,1,Kicker,1,0.15
mz,Zendikar Rising,1,26,Cunning Geysermage,Common,Creature,Human Wizard,3,2,1,Blue,3,Regular,1,Kicker,1,0.15
mz,Zendikar Rising,2,1,Cunning Geysermage,Common,Creature,Human Wizard,3,2,1,Blue,3,Regular,1,Kicker,1,0.15
mz,Zendikar Rising,2,14,Cunning Geysermage,Common,Creature,Human Wizard,3,2,1,Blue,3,Regular,1,Kicker,1,0.15
mz,Zendikar Rising,2,27,Cunning Geysermage,Common,Creature,Human Wizard,3,2,1,Blue,3,Regular,1,Kicker,1,0.15
mz,Zendikar Rising,2,32,Cunning Geysermage,Common,Creature,Human Wizard,3,2,1,Blue,3,Regular,1,Kicker,1,0.15
mz,Zendikar Rising,2,35,Cunning Geysermage,Common,Creature,Human Wizard,3,2,1,Blue,3,Foil,1,Kicker,1,0.25
mz,Zendikar Rising,3,11,Cunning Geysermage,Common,Creature,Human Wizard,3,2,1,Blue,3,Regular,1,Kicker,1,0.15
mz,Zendikar Rising,3,13,Cunning Geysermage,Common,Creature,Human Wizard,3,2,1,Blue,3,Regular,1,Kicker,1,0.15
mz,Zendikar Rising,3,16,Cunning Geysermage,Common,Creature,Human Wizard,3,2,1,Blue,3,Regular,1,Kicker,1,0.15
mz,Zendikar Rising,3,21,Cunning Geysermage,Common,Creature,Human Wizard,3,2,1,Blue,3,Regular,1,Kicker,1,0.15
mz,Zendikar Rising,3,29,Cunning Geysermage,Common,Creature,Human Wizard,3,2,1,Blue,3,Regular,1,Kicker,1,0.15
mz,Zendikar Rising,4,5,Cunning Geysermage,Common,Creature,Human Wizard,3,2,1,Blue,3,Regular,1,Kicker,1,0.15
mz,Zendikar Rising,4,6,Cunning Geysermage,Common,Creature,Human Wizard,3,2,1,Blue,3,Regular,1,Kicker,1,0.15
mz,Zendikar Rising,4,35,Cunning Geysermage,Common,Creature,Human Wizard,3,2,1,Blue,3,Regular,1,Kicker,1,0.15
mz,Zendikar Rising,5,1,Cunning Geysermage,Common,Creature,Human Wizard,3,2,1,Blue,3,Regular,1,Kicker,1,0.15
mz,Zendikar Rising,5,19,Cunning Geysermage,Common,Creature,Human Wizard,3,2,1,Blue,3,Foil,1,Kicker,1,0.25
mz,Zendikar Rising,5,21,Cunning Geysermage,Common,Creature,Human Wizard,3,2,1,Blue,3,Regular,1,Kicker,1,0.15
mz,Zendikar Rising,5,36,Cunning Geysermage,Common,Creature,Human Wizard,3,2,1,Blue,3,Regular,1,Kicker,1,0.15
mz,Ikoria: Lair of Behemoths,1,18,Cunning Nightbonder,Uncommon,Creature,Human Rogue,,,2,"Black, Blue",2,Regular,1,Flash,1,0.5
mz,Ikoria: Lair of Behemoths,2,16,Cunning Nightbonder,Uncommon,Creature,Human Rogue,,,2,"Black, Blue",2,Regular,1,Flash,1,0.5
mz,Ikoria: Lair of Behemoths,2,22,Cunning Nightbonder,Uncommon,Creature,Human Rogue,,,2,"Black, Blue",2,Regular,1,Flash,1,0.5
mz,Ikoria: Lair of Behemoths,4,8,Cunning Nightbonder,Uncommon,Creature,Human Rogue,,,2,"Black, Blue",2,Regular,1,Flash,1,0.5
mz,Ikoria: Lair of Behemoths,4,28,Cunning Nightbonder,Uncommon,Creature,Human Rogue,,,2,"Black, Blue",2,Regular,1,Flash,1,0.5
mz,Ikoria: Lair of Behemoths,5,20,Cunning Nightbonder,Uncommon,Creature,Human Rogue,,,2,"Black, Blue",2,Regular,1,Flash,1,0.5
mz,Ikoria: Lair of Behemoths,4,33,Crystalline Giant,Rare,Artifact Creature,Giant,3,3,0,Colorless,3,Regular,0,,1,0.75
mz,Ikoria: Lair of Behemoths,1,7,Dark Bargain,Common,Instant,,,,1,Black,4,Foil,0,,1,0.5
mz,Ikoria: Lair of Behemoths,1,11,Dark Bargain,Common,Instant,,,,1,Black,4,Foil,0,,1,0.5
mz,Ikoria: Lair of Behemoths,1,12,Dark Bargain,Common,Instant,,,,1,Black,4,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,1,29,Dark Bargain,Common,Instant,,,,1,Black,4,Foil,0,,1,0.5
mz,Ikoria: Lair of Behemoths,2,8,Dark Bargain,Common,Instant,,,,1,Black,4,Foil,0,,1,0.5
mz,Ikoria: Lair of Behemoths,2,21,Dark Bargain,Common,Instant,,,,1,Black,4,Foil,0,,1,0.5
mz,Ikoria: Lair of Behemoths,2,28,Dark Bargain,Common,Instant,,,,1,Black,4,Foil,0,,1,0.5
mz,Ikoria: Lair of Behemoths,3,3,Dark Bargain,Common,Instant,,,,1,Black,4,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,3,8,Dark Bargain,Common,Instant,,,,1,Black,4,Foil,0,,1,0.5
mz,Ikoria: Lair of Behemoths,3,21,Dark Bargain,Common,Instant,,,,1,Black,4,Foil,0,,1,0.5
mz,Ikoria: Lair of Behemoths,3,23,Dark Bargain,Common,Instant,,,,1,Black,4,Foil,0,,1,0.5
mz,Ikoria: Lair of Behemoths,3,34,Dark Bargain,Common,Instant,,,,1,Black,4,Foil,0,,1,0.5
mz,Ikoria: Lair of Behemoths,4,10,Dark Bargain,Common,Instant,,,,1,Black,4,Foil,0,,1,0.5
mz,Ikoria: Lair of Behemoths,4,12,Dark Bargain,Common,Instant,,,,1,Black,4,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,4,17,Dark Bargain,Common,Instant,,,,1,Black,4,Foil,0,,1,0.5
mz,Ikoria: Lair of Behemoths,4,23,Dark Bargain,Common,Instant,,,,1,Black,4,Foil,0,,1,0.5
mz,Ikoria: Lair of Behemoths,5,15,Dark Bargain,Common,Instant,,,,1,Black,4,Foil,0,,1,0.5
mz,Ikoria: Lair of Behemoths,5,31,Dark Bargain,Common,Instant,,,,1,Black,4,Regular,0,,1,0.15
mz,Zendikar Rising,1,2,Dauntless Survivor,Common,Creature,Human Warrior,1,1,1,Green,2,Regular,0,,1,0.15
mz,Zendikar Rising,1,16,Dauntless Survivor,Common,Creature,Human Warrior,1,1,1,Green,2,Regular,0,,1,0.15
mz,Zendikar Rising,1,21,Dauntless Survivor,Common,Creature,Human Warrior,1,1,1,Green,2,Regular,0,,1,0.15
mz,Zendikar Rising,1,28,Dauntless Survivor,Common,Creature,Human Warrior,1,1,1,Green,2,Regular,0,,1,0.15
mz,Zendikar Rising,2,6,Dauntless Survivor,Common,Creature,Human Warrior,1,1,1,Green,2,Regular,0,,1,0.15
mz,Zendikar Rising,2,21,Dauntless Survivor,Common,Creature,Human Warrior,1,1,1,Green,2,Regular,0,,1,0.15
mz,Zendikar Rising,2,36,Dauntless Survivor,Common,Creature,Human Warrior,1,1,1,Green,2,Regular,0,,1,0.15
mz,Zendikar Rising,3,1,Dauntless Survivor,Common,Creature,Human Warrior,1,1,1,Green,2,Regular,0,,1,0.15
mz,Zendikar Rising,3,13,Dauntless Survivor,Common,Creature,Human Warrior,1,1,1,Green,2,Regular,0,,1,0.15
mz,Zendikar Rising,3,25,Dauntless Survivor,Common,Creature,Human Warrior,1,1,1,Green,2,Regular,0,,1,0.15
mz,Zendikar Rising,3,29,Dauntless Survivor,Common,Creature,Human Warrior,1,1,1,Green,2,Regular,0,,1,0.15
mz,Zendikar Rising,4,2,Dauntless Survivor,Common,Creature,Human Warrior,1,1,1,Green,2,Regular,0,,1,0.15
mz,Zendikar Rising,4,9,Dauntless Survivor,Common,Creature,Human Warrior,1,1,1,Green,2,Regular,0,,1,0.15
mz,Zendikar Rising,4,14,Dauntless Survivor,Common,Creature,Human Warrior,1,1,1,Green,2,Regular,0,,1,0.15
mz,Zendikar Rising,5,6,Dauntless Survivor,Common,Creature,Human Warrior,1,1,1,Green,2,Regular,0,,1,0.15
mz,Zendikar Rising,5,27,Dauntless Survivor,Common,Creature,Human Warrior,1,1,1,Green,2,Regular,0,,1,0.15
mz,Zendikar Rising,5,31,Dauntless Survivor,Common,Creature,Human Warrior,1,1,1,Green,2,Regular,0,,1,0.15
mz,Zendikar Rising,1,2,Dauntless Unity,Common,Instant,,,,1,White,2,Regular,1,Kicker,1,0.15
mz,Zendikar Rising,1,10,Dauntless Unity,Common,Instant,,,,1,White,2,Regular,1,Kicker,1,0.15
mz,Zendikar Rising,1,17,Dauntless Unity,Common,Instant,,,,1,White,2,Regular,1,Kicker,1,0.15
mz,Zendikar Rising,1,21,Dauntless Unity,Common,Instant,,,,1,White,2,Regular,1,Kicker,1,0.15
mz,Zendikar Rising,2,8,Dauntless Unity,Common,Instant,,,,1,White,2,Regular,1,Kicker,1,0.15
mz,Zendikar Rising,2,16,Dauntless Unity,Common,Instant,,,,1,White,2,Regular,1,Kicker,1,0.15
mz,Zendikar Rising,2,36,Dauntless Unity,Common,Instant,,,,1,White,2,Regular,1,Kicker,1,0.15
mz,Zendikar Rising,3,1,Dauntless Unity,Common,Instant,,,,1,White,2,Regular,1,Kicker,1,0.15
mz,Zendikar Rising,3,20,Dauntless Unity,Common,Instant,,,,1,White,2,Regular,1,Kicker,1,0.15
mz,Zendikar Rising,3,26,Dauntless Unity,Common,Instant,,,,1,White,2,Regular,1,Kicker,1,0.15
mz,Zendikar Rising,4,1,Dauntless Unity,Common,Instant,,,,1,White,2,Regular,1,Kicker,1,0.15
mz,Zendikar Rising,4,14,Dauntless Unity,Common,Instant,,,,1,White,2,Regular,1,Kicker,1,0.15
mz,Zendikar Rising,4,29,Dauntless Unity,Common,Instant,,,,1,White,2,Regular,1,Kicker,1,0.15
mz,Zendikar Rising,4,33,Dauntless Unity,Common,Instant,,,,1,White,2,Regular,1,Kicker,1,0.15
mz,Zendikar Rising,5,4,Dauntless Unity,Common,Instant,,,,1,White,2,Regular,1,Kicker,1,0.15
mz,Zendikar Rising,5,11,Dauntless Unity,Common,Instant,,,,1,White,2,Regular,1,Kicker,1,0.15
mz,Zendikar Rising,5,27,Dauntless Unity,Common,Instant,,,,1,White,2,Regular,1,Kicker,1,0.15
mz,Core 2021,1,21,Daybreak Charger,Common,Creature,Unicorn,3,1,1,White,2,Regular,0,,1,0.15
mz,Core 2021,1,27,Daybreak Charger,Common,Creature,Unicorn,3,1,1,White,2,Regular,0,,1,0.15
mz,Core 2021,1,28,Daybreak Charger,Common,Creature,Unicorn,3,1,1,White,2,Regular,0,,1,0.15
mz,Core 2021,1,35,Daybreak Charger,Common,Creature,Unicorn,3,1,1,White,2,Regular,0,,1,0.15
mz,Core 2021,2,4,Daybreak Charger,Common,Creature,Unicorn,3,1,1,White,2,Regular,0,,1,0.15
mz,Core 2021,2,14,Daybreak Charger,Common,Creature,Unicorn,3,1,1,White,2,Regular,0,,1,0.15
mz,Core 2021,2,28,Daybreak Charger,Common,Creature,Unicorn,3,1,1,White,2,Regular,0,,1,0.15
mz,Core 2021,2,33,Daybreak Charger,Common,Creature,Unicorn,3,1,1,White,2,Regular,0,,1,0.15
mz,Core 2021,3,4,Daybreak Charger,Common,Creature,Unicorn,3,1,1,White,2,Regular,0,,1,0.15
mz,Core 2021,3,18,Daybreak Charger,Common,Creature,Unicorn,3,1,1,White,2,Regular,0,,1,0.15
mz,Core 2021,3,22,Daybreak Charger,Common,Creature,Unicorn,3,1,1,White,2,Regular,0,,1,0.15
mz,Core 2021,4,10,Daybreak Charger,Common,Creature,Unicorn,3,1,1,White,2,Regular,0,,1,0.15
mz,Core 2021,4,26,Daybreak Charger,Common,Creature,Unicorn,3,1,1,White,2,Regular,0,,1,0.15
mz,Core 2021,4,29,Daybreak Charger,Common,Creature,Unicorn,3,1,1,White,2,Regular,0,,1,0.15
mz,Core 2021,5,1,Daybreak Charger,Common,Creature,Unicorn,3,1,1,White,2,Regular,0,,1,0.15
mz,Core 2021,5,8,Daybreak Charger,Common,Creature,Unicorn,3,1,1,White,2,Regular,0,,1,0.15
mz,Core 2021,5,26,Daybreak Charger,Common,Creature,Unicorn,3,1,1,White,2,Regular,0,,1,0.15
mz,Core 2021,5,33,Daybreak Charger,Common,Creature,Unicorn,3,1,1,White,2,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,1,7,Daysquad Marshal,Common,Creature,Human Soldier,3,3,1,White,4,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,1,16,Daysquad Marshal,Common,Creature,Human Soldier,3,3,1,White,4,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,1,25,Daysquad Marshal,Common,Creature,Human Soldier,3,3,1,White,4,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,1,27,Daysquad Marshal,Common,Creature,Human Soldier,3,3,1,White,4,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,1,33,Daysquad Marshal,Common,Creature,Human Soldier,3,3,1,White,4,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,2,6,Daysquad Marshal,Common,Creature,Human Soldier,3,3,1,White,4,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,2,15,Daysquad Marshal,Common,Creature,Human Soldier,3,3,1,White,4,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,2,24,Daysquad Marshal,Common,Creature,Human Soldier,3,3,1,White,4,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,3,1,Daysquad Marshal,Common,Creature,Human Soldier,3,3,1,White,4,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,3,10,Daysquad Marshal,Common,Creature,Human Soldier,3,3,1,White,4,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,3,11,Daysquad Marshal,Common,Creature,Human Soldier,3,3,1,White,4,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,3,33,Daysquad Marshal,Common,Creature,Human Soldier,3,3,1,White,4,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,4,8,Daysquad Marshal,Common,Creature,Human Soldier,3,3,1,White,4,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,4,18,Daysquad Marshal,Common,Creature,Human Soldier,3,3,1,White,4,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,4,19,Daysquad Marshal,Common,Creature,Human Soldier,3,3,1,White,4,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,5,1,Daysquad Marshal,Common,Creature,Human Soldier,3,3,1,White,4,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,5,20,Daysquad Marshal,Common,Creature,Human Soldier,3,3,1,White,4,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,5,28,Daysquad Marshal,Common,Creature,Human Soldier,3,3,1,White,4,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,1,21,Dead Weight,Common,Enchantment - Aura,,,,1,Black,1,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,1,22,Dead Weight,Common,Enchantment - Aura,,,,1,Black,1,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,1,23,Dead Weight,Common,Enchantment - Aura,,,,1,Black,1,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,1,31,Dead Weight,Common,Enchantment - Aura,,,,1,Black,1,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,2,1,Dead Weight,Common,Enchantment - Aura,,,,1,Black,1,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,2,26,Dead Weight,Common,Enchantment - Aura,,,,1,Black,1,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,2,34,Dead Weight,Common,Enchantment - Aura,,,,1,Black,1,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,3,4,Dead Weight,Common,Enchantment - Aura,,,,1,Black,1,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,3,11,Dead Weight,Common,Enchantment - Aura,,,,1,Black,1,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,3,12,Dead Weight,Common,Enchantment - Aura,,,,1,Black,1,Foil,0,,1,0.5
mz,Ikoria: Lair of Behemoths,3,20,Dead Weight,Common,Enchantment - Aura,,,,1,Black,1,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,3,33,Dead Weight,Common,Enchantment - Aura,,,,1,Black,1,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,4,1,Dead Weight,Common,Enchantment - Aura,,,,1,Black,1,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,4,6,Dead Weight,Common,Enchantment - Aura,,,,1,Black,1,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,4,34,Dead Weight,Common,Enchantment - Aura,,,,1,Black,1,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,5,5,Dead Weight,Common,Enchantment - Aura,,,,1,Black,1,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,5,9,Dead Weight,Common,Enchantment - Aura,,,,1,Black,1,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,5,16,Dead Weight,Common,Enchantment - Aura,,,,1,Black,1,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,5,34,Dead Weight,Common,Enchantment - Aura,,,,1,Black,1,Regular,0,,1,0.15
mz,Zendikar Rising,1,7,Deadly Alliance,Common,Instant,,,,1,Black,5,Regular,0,,1,0.15
mz,Zendikar Rising,1,18,Deadly Alliance,Common,Instant,,,,1,Black,5,Regular,0,,1,0.15
mz,Zendikar Rising,1,34,Deadly Alliance,Common,Instant,,,,1,Black,5,Regular,0,,1,0.15
mz,Zendikar Rising,2,8,Deadly Alliance,Common,Instant,,,,1,Black,5,Regular,0,,1,0.15
mz,Zendikar Rising,2,10,Deadly Alliance,Common,Instant,,,,1,Black,5,Regular,0,,1,0.15
mz,Zendikar Rising,2,30,Deadly Alliance,Common,Instant,,,,1,Black,5,Regular,0,,1,0.15
mz,Zendikar Rising,3,25,Deadly Alliance,Common,Instant,,,,1,Black,5,Regular,0,,1,0.15
mz,Zendikar Rising,3,30,Deadly Alliance,Common,Instant,,,,1,Black,5,Regular,0,,1,0.15
mz,Zendikar Rising,3,36,Deadly Alliance,Common,Instant,,,,1,Black,5,Regular,0,,1,0.15
mz,Zendikar Rising,4,10,Deadly Alliance,Common,Instant,,,,1,Black,5,Regular,0,,1,0.15
mz,Zendikar Rising,4,11,Deadly Alliance,Common,Instant,,,,1,Black,5,Regular,0,,1,0.15
mz,Zendikar Rising,4,20,Deadly Alliance,Common,Instant,,,,1,Black,5,Regular,0,,1,0.15
mz,Zendikar Rising,5,2,Deadly Alliance,Common,Instant,,,,1,Black,5,Regular,0,,1,0.15
mz,Zendikar Rising,5,5,Deadly Alliance,Common,Instant,,,,1,Black,5,Regular,0,,1,0.15
mz,Zendikar Rising,5,31,Deadly Alliance,Common,Instant,,,,1,Black,5,Regular,0,,1,0.15
mz,Ikoria: Lair of Behemoths,1,29,Death's Oasis,Rare,Enchantment,,,,2,"White, Black, Green",3,Regular,0,,1,0.5
mz,Ikoria: Lair of Behemoths,2,18,Death's Oasis,Rare,Enchantment,,,,3,"White, Black, Green",3,Foil,0,,1,1
mz,Ikoria: Lair of Behemoths,4,24,Death's Oasis,Rare,Enchantment,,,,2,"White, Black, Green",3,Regular,0,,1,0.5
mz,Ikoria: Lair of Behemoths,5,28,Death's Oasis,Rare,Enchantment,,,,2,"White, Black, Green",3,Regular,0,,1,0.5
mz,Core 2021,1,6,Deathbloom Thallid,Common,Creature,Fungus,3,2,1,Black,3,Regular,0,,1,0.15
mz,Core 2021,1,8,Deathbloom Thallid,Common,Creature,Fungus,3,2,1,Black,3,Regular,0,,1,0.15
mz,Core 2021,1,30,Deathbloom Thallid,Common,Creature,Fungus,3,2,1,Black,3,Regular,0,,1,0.15
mz,Core 2021,1,35,Deathbloom Thallid,Common,Creature,Fungus,3,2,1,Black,3,Regular,0,,1,0.15
mz,Core 2021,2,1,Deathbloom Thallid,Common,Creature,Fungus,3,2,1,Black,3,Regular,0,,1,0.15
mz,Core 2021,2,9,Deathbloom Thallid,Common,Creature,Fungus,3,2,1,Black,3,Regular,0,,1,0.15
mz,Core 2021,2,30,Deathbloom Thallid,Common,Creature,Fungus,3,2,1,Black,3,Regular,0,,1,0.15
mz,Core 2021,2,32,Deathbloom Thallid,Common,Creature,Fungus,3,2,1,Black,3,Regular,0,,1,0.15
mz,Core 2021,3,8,Deathbloom Thallid,Common,Creature,Fungus,3,2,1,Black,3,Regular,0,,1,0.15
mz,Core 2021,3,11,Deathbloom Thallid,Common,Creature,Fungus,3,2,1,Black,3,Foil,0,,1,0.35
mz,Core 2021,3,19,Deathbloom Thallid,Common,Creature,Fungus,3,2,1,Black,3,Regular,0,,1,0.15
mz,Core 2021,3,24,Deathbloom Thallid,Common,Creature,Fungus,3,2,1,Black,3,Regular,0,,1,0.15
mz,Core 2021,3,27,Deathbloom Thallid,Common,Creature,Fungus,3,2,1,Black,3,Regular,0,,1,0.15
mz,Core 2021,4,15,Deathbloom Thallid,Common,Creature,Fungus,3,2,1,Black,3,Foil,0,,1,0.35
mz,Core 2021,4,21,Deathbloom Thallid,Common,Creature,Fungus,3,2,1,Black,3,Regular,0,,1,0.15
mz,Core 2021,4,22,Deathbloom Thallid,Common,Creature,Fungus,3,2,1,Black,3,Foil,0,,1,0.35
mz,Core 2021,4,35,Deathbloom Thallid,Common,Creature,Fungus,3,2,1,Black,3,Regular,0,,1,0.15
mz,Core 2021,5,3,Deathbloom Thallid,Common,Creature,Fungus,3,2,1,Black,3,Regular,0,,1,0.15
mz,Core 2021,5,10,Deathbloom Thallid,Common,Creature,Fungus,3,2,1,Black,3,Regular,0,,1,0.15
mz,Core 2021,5,14,Deathbloom Thallid,Common,Creature,Fungus,3,2,1,Black,3,Foil,0,,1,0.25
mz,Core 2021,5,22,Deathbloom Thallid,Common,Creature,Fungus,3,2,1,Black,3,Regular,0,,1,0.15
mz,Core 2021,5,24,Deathbloom Thallid,Common,Creature,Fungus,3,2,1,Black,3,Regular,0,,1,0.15
mz,Core 2021,1,20,Defiant Strike,Common,Instant,,,,1,White,1,Regular,0,,1,0.15
mz,Core 2021,1,24,Defiant Strike,Common,Instant,,,,1,White,1,Regular,0,,1,0.15
mz,Core 2021,1,33,Defiant Strike,Common,Instant,,,,1,White,1,Regular,0,,1,0.15
mz,Core 2021,2,29,Defiant Strike,Common,Instant,,,,1,White,1,Regular,0,,1,0.15
mz,Core 2021,2,36,Defiant Strike,Common,Instant,,,,1,White,1,Regular,0,,1,0.15
mz,Core 2021,3,8,Defiant Strike,Common,Instant,,,,1,White,1,Regular,0,,1,0.15
mz,Core 2021,3,10,Defiant Strike,Common,Instant,,,,1,White,1,Regular,0,,1,0.15
mz,Core 2021,3,21,Defiant Strike,Common,Instant,,,,1,White,1,Regular,0,,1,0.15
mz,Core 2021,4,7,Defiant Strike,Common,Instant,,,,1,White,1,Regular,0,,1,0.15
mz,Core 2021,4,10,Defiant Strike,Common,Instant,,,,1,White,1,Regular,0,,1,0.15
mz,Core 2021,4,18,Defiant Strike,Common,Instant,,,,1,White,1,Regular,0,,1,0.15
mz,Core 2021,4,35,Defiant Strike,Common,Instant,,,,1,White,1,Regular,0,,1,0.15
mz,Core 2021,5,3,Defiant Strike,Common,Instant,,,,1,White,1,Regular,0,,1,0.15
mz,Core 2021,5,21,Defiant Strike,Common,Instant,,,,1,White,1,Regular,0,,1,0.15
mz,Core 2021,5,27,Defiant Strike,Common,Instant,,,,1,White,1,Regular,0,,1,0.15
mz,Zendikar Rising,1,4,Deliberate,Common,Instant,,,,1,Blue,2,Regular,0,,1,0.15
mz,Zendikar Rising,1,31,Deliberate,Common,Instant,,,,1,Blue,2,Regular,0,,1,0.15
mz,Zendikar Rising,1,35,Deliberate,Common,Instant,,,,1,Blue,2,Regular,0,,1,0.15
